"Original Search Term","Is identified","Original Product Cost ($USD)","Shipping From","AID","Product Title","Description","UPCs","ASIN","Recommended","Recommended in Amazon US","Recommended in Amazon CA","Recommended in eBay US","Recommended in Walmart US","MSRP (USD)","Is identified in Amazon US","Identification type Amazon US","Amazon US ASIN","Taxonomy: Amazon US Category Tree","Amazon US Total Sales (USD)","Amazon US Estimated Unit Sales Per Month","Amazon US Sales Estimated On","Amazon US Price (USD)","Amazon US Buy Box Price (USD)","Offered by Amazon US","Amazon US is FBA","Amazon US Listing URL","Amazon US Demand","Amazon US % Profit","Amazon US Local Category Name","Amazon US Local Amazon Rank","Amazon US Local Sub Category Name","Amazon US Local Sub Category Rank","Amazon US Offerings","Amazon US % Profit","Amazon US Profit (USD)","Amazon US Market fee (USD)","Amazon US FBA fee (USD)","Amazon US Tax (USD)","Amazon US Insights","Is identified in Amazon CA","Identification type Amazon CA","Amazon CA ASIN","Taxonomy: Amazon CA Category Tree","Amazon CA Total Sales (USD)","Amazon CA Estimated Unit Sales Per Month","Amazon CA Price (USD)","Amazon CA Buy Box Price (USD)","Offered by Amazon CA","Amazon CA is FBA","Amazon CA Listing URL","Amazon CA Demand","Amazon CA % Profit","Amazon CA Local Category Name","Amazon CA Local Amazon Rank","Amazon CA Local Sub Category Name","Amazon CA Local Sub Category Rank","Amazon CA Offerings","Amazon CA % Profit","Amazon CA Profit (USD)","Amazon CA Market fee (USD)","Amazon CA FBA fee (USD)","Amazon CA Tax (USD)","Amazon CA Insights","Is identified in eBay US","Identification type eBay US","eBay US eBay Item ID","Taxonomy: eBay US Category Tree","eBay US Total Sales (USD)","eBay US Estimated Unit Sales Per Month","eBay US Price (USD)","eBay US Seller Offer : Id","eBay US Listing URL","eBay US Demand","eBay US % Profit","eBay US Local Category Name","eBay US Local Amazon Rank","eBay US % Profit","eBay US Profit (USD)","eBay US Market fee (USD)","eBay US PayPal fee (USD)","eBay US Tax (USD)","eBay US Insights","Is identified in Walmart US","Identification type Walmart US","Walmart US Walmart Item ID","Taxonomy: Walmart US Category Tree","Walmart US Total Sales (USD)","Walmart US Estimated Unit Sales Per Month","Walmart US Price (USD)","Walmart US Seller Offer : Name","Walmart US Seller Offer : Price","Walmart US Listing URL","Walmart US Demand","Walmart US % Profit","Walmart US Local Category Name","Walmart US Local Amazon Rank","Walmart US % Profit","Walmart US Profit (USD)","Walmart US Market fee (USD)","Walmart US Tax (USD)","Walmart US Insights","Brand Name","Model","Color","Image URL"
"710425471278","true","1.0","US","Could not identify the product from a valid resource",,"PS3 GRAND THEFT AUTO V","[710425471278]","B0050SXKU4","true","true","true","true","true","0.0","true","ID","B0050SXKU4","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","1951.0","100","2024-05-27","21.55",," Yes but currently out of stock","true","https://www.amazon.com/dp/B0050SXKU4","MEDIUM","80.0","Video Games","3472","Games","7","27","80.0","17.32","3.23","3.24","0.00","Displaying lowest price from a high-ranked seller","true","ID","B0050SXKU4","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","1474.46","53","27.82","32.32"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B0050SXKU4","MEDIUM","74.0","Video Games","3472","Games","7","17","74.0","20.57","3.63","3.45","2.62","Listing price includes shipping","true","keywords","314166617883","Video Games & Consoles","0.0","0","30.11",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=314166617883","MEDIUM","87.0",,,"87.0","26.13","1.81","1.17","0.00","Listing price includes shipping ; Displaying lowest price from a high-ranked seller ; Cross channel competition ; Listing identified using keywords","true","ID","139125481","Video Games > Video Game Titles","316.6","10","28.97",,,"https://www.walmart.com/ip/139125481","MEDIUM","82.0",,,"82.0","23.62","4.35","0.00","Cross channel competition","Rockstar Games","Temp Model",,"https://i5.walmartimages.com/seo/GRAND-THEFT-AUTO-V-PS3_11f8cd92-fd13-4a25-8522-7264542a3d58.4f4b54a159f71e1b57a54b6ca6662c58.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"025192272561","false","1.0","US","Could not identify the product from a valid resource",,,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,
"710425372339","true","1.0","US","Could not identify the product from a valid resource",,"Grand Theft Auto IV - PlayStation 3","[710425372339]","B000HKP88C","true","true","true","true","true","0.0","true","ID","B000HKP88C","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","2193.0","60",,"36.55",," Yes but currently out of stock","true","https://www.amazon.com/dp/B000HKP88C","MEDIUM","82.0","Video Games","19004","Games","188","7","82.0","30.07","5.48","3.33","0.00","Cross channel competition","true","ID","B000HKP88C","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","1610.06","38","42.37",," Yes but currently out of stock","true","https://www.amazon.ca/dp/B000HKP88C","HIGH","73.0","Video games","2810","Games","19","7","73.0","31.02","6.36","3.45","3.99",,"true","keywords","276306534891","Video Games & Consoles","0.0","0","96.52",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=276306534891","MEDIUM","90.0",,,"90.0","86.63","5.79","3.10","0.00","Listing price includes shipping ; Cross channel competition ; Listing identified using keywords","true","ID","138028544","Video Games > Video Game Titles","0.0","0","13.49",,,"https://www.walmart.com/ip/138028544","MEDIUM","78.0",,,"78.0","10.47","2.02","0.00",,"Rockstar Games","IV",,"https://i5.walmartimages.com/seo/Grand-Theft-Auto-IV-PlayStation-3_0bdab823-5d90-456b-a484-02ae63e6a1a0.74b907b02ba519fe78aef09aee99977a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"888235025124","true","1.0","US","Could not identify the product from a valid resource",,"Precious Cargo Action & Adventure Vva Films Not Rated","[888235025124]","B01EV9HZ2G","false","false","false","false","false","32.99","true","ID","B01EV9HZ2G",,"0.0","0",,"9.28","9.28"," Yes but currently out of stock","true","https://www.amazon.com/dp/B01EV9HZ2G","LOW","74.0","Movies & TV","204260","Movies & TV","204260","5","74.0","6.89","1.39","2.38","0.00",,"true","ID","B01EV9HZ2G","Movies & TV > Movies",,,"13.18","13.18"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B01EV9HZ2G","LOW","68.0","Movies & TV",,"Movies",,"7","68.0","8.96","1.98","3.27","1.24",,"true","keywords","304958584345","DVDs & Movies","0.0","0","10.99",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=304958584345","LOW","76.0",,,"76.0","8.38","0.99","0.62","0.00","Listing identified using keywords","true","ID","54652491","Movies & TV Shows > Shop Movies by Format","0.0","0","18.32",,,"https://www.walmart.com/ip/54652491","LOW","80.0",,,"80.0","14.57","2.75","0.00",,"eOne",,,"https://i5.walmartimages.com/seo/Precious-Cargo-DVD_622a3812-ed2b-48a8-b058-df5dcafc3ed4.fbe0ce8e4bcde950ea6cf3aa7b34cf2c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"710425470950","false","1.0","US","Could not identify the product from a valid resource",,,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,
"074645885797","true","1.0","US","Could not identify the product from a valid resource",,"Get to know your ABC's with the fun-filled adventure that celebrates the wonder of words and the joys of the alphabet Sesame Street style. Shapes, sounds and colors come to life as letters A and Z join Elmo and the gang for some F-U-N at the mall. Whether it's crooning with Sheryl Crow or rocking with Melissa Etheridge, dozens of entertaining songs and skits add to the excitement as every letter gets a chance to shine in the spotlight. No matter how you spell it, ""Sesame Street's All Star Alphabet"" makes the grade. DVD-ROM. ""Alphabet Matching Game"".","[074645885797]","B0008FXSZ6","true","true","true","true","true","25.97","true","ID","B0008FXSZ6",,"246.24","19",,"12.96","14.89"," Yes but currently out of stock","true","https://www.amazon.com/dp/B0008FXSZ6","MEDIUM","82.0","Movies & TV","16046","Movies & TV","16046","6","82.0","10.61","1.35","2.38","0.00","Listing price includes shipping ; Cross channel competition","true","ID","B0008FXSZ6",,"95.67","3","31.89",," Yes but currently out of stock","false","https://www.amazon.ca/dp/B0008FXSZ6","MEDIUM","72.0","Dvd","89223",,,"5","72.0","23.11","4.78","3.27","3.00","Listed by a low ranked seller","true","keywords","325346931038","DVDs & Movies","0.0","0","6.98",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=325346931038","MEDIUM","69.0",,,"69.0","4.85","0.63","0.50","0.00","Listing price includes shipping ; Listing identified using keywords","true","ID","14245689","Movies & TV Shows > Shop Movies by Format","0.0","0","13.52",,,"https://www.walmart.com/ip/14245689","MEDIUM","78.0",,,"78.0","10.49","2.03","0.00","Cross channel competition","Warner Bros.","MFR074645885797#VG","Y","https://i5.walmartimages.com/seo/Sesame-Street-All-Star-Alphabet-Full-Frame_0bf008ff-c94c-4f78-9e96-58b11793e6ff.255c25c2b8aed404254bd4512933d5cc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"888235024936","false","1.0","US","Could not identify the product from a valid resource",,,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,
"065935807049","false","1.0","US","Could not identify the product from a valid resource",,,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,
"043396467132","true","1.0","US","Could not identify the product from a valid resource","JOE DIRT 2: BEAUTIFUL LOSER (043396467132)",,,,"true","true","true","true",,"17.49","true","keywords","B017HMB67O",,"869.46","43",,"20.22","20.22"," Yes but currently out of stock","false","https://www.amazon.com/dp/B017HMB67O","MEDIUM","85.0","Dvd","24161","Dvd","24161","1","85.0","17.09","2.13","0.00","0.00","Listed by a low ranked seller ; Listing price includes shipping ; Listing identified using keywords","true","keywords","B017HMB67O",,"38.08","4","9.52","7.32"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B017HMB67O","MEDIUM","65.0","Dvd","24161","Dvd","24161","5","65.0","6.20","1.43","3.27","0.90","Displaying lowest price from a high-ranked seller ; Listing identified using keywords","true","keywords","196407158696","DVDs & Movies","112.22","6","17.49","innersleeve-1","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=196407158696","MEDIUM","81.0","Dvd","24161","81.0","14.11","1.57","0.81","0.00","Listed by a low ranked seller ; Cross channel competition ; Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,
"024543016595","true","1.0","US","Could not identify the product from a valid resource",,"Tigerland (DVD)","[024543016595]","B00003CXOY","true","true","true","true","true","6.98","true","ID","B00003CXOY",,"279.6","40",,"6.99","7.44"," Yes but currently out of stock","true","https://www.amazon.com/dp/B00003CXOY?th=1&psc=1","MEDIUM","79.0","Movies & TV","30424",,,"43","79.0","5.54","0.45","2.38","0.00","Listing price includes shipping","true","ID","B00003CXOY",,"30.84","4","7.71","7.73"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B00003CXOY","MEDIUM","68.0","Movies & TV","30424",,,"14","68.0","5.25","0.73","2.86","0.73","Listing price includes shipping","true","keywords","385120026714","DVDs & Movies","0.0","0","5.54",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=385120026714","MEDIUM","65.0",,,"65.0","3.58","0.50","0.46","0.00","Cross channel competition ; Listing identified using keywords","true","ID","1150426","Movies & TV Shows > Movies","0.0","0","12.87",,,"https://www.walmart.com/ip/1150426","MEDIUM","77.0",,,"77.0","9.94","1.93","0.00","Cross channel competition","20th Century Fox Home Entertainment","FOX D2001659D","Y","https://i5.walmartimages.com/seo/Tigerland-DVD_6dab657b-722a-4cc7-96da-cb72095f881c.a83c5efcc2de01b55def35e4b2e55e31.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"008888344308","true","1.0","US","Could not identify the product from a valid resource",,"Open-World Mountains: Choose how you ride in open-world mountains across the world: Conquer the extreme peak conditions, create your own paths in the back country or compete with fellow riders in the terrain parks. Your Friends Are Always Around: Play in a world where your friends are always around. Do your own runs on mountains populated by real gamers, or join your friends for a quick session from anywhere in the mountains. More than Just Snowboarding: Have fun with your friends on and off the board: Throw snowballs, hike to access secret spots, film your friends doing ripping tricks. You can also upload your videos online to share with the world. Ride Your Way: Express yourself through tricks, riding styles and highly customizable avatars both in single-player and in the online world. Use the intuitive dual analog control to pull off a huge variety of tricks that express your style. Next-Gen Technology: Built on the Assassin's Creed engine, this game creates a massive world with gorgeous visuals and realistic NPC interaction. This is also the first time a snowboarding game is completely driven by physics instead of animation. Authentic Snowboarding: Ubisoft has worked closely with Shaun White to infuse the gaming experience with authenticity, personality and humor. Shaun is a friend and mentor in the game, and will help you with your skills. And if you are deemed worthy, you may even be able to play as Shaun in the game& ESRB Rating: TEEN with Lyrics, Mild Suggestive Themes, and Mild Violence","[008888344308]","B001B1W3K2","false","false","false","false","false","0.0","true","ID","B001B1W3K2","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","546.0","15",,"36.40","36.55"," Yes but currently out of stock","true","https://www.amazon.com/dp/B001B1W3K2","LOW","84.0","Video Games","86394","Games","1722","4","84.0","30.64","4.76","3.33","0.00","Listing price includes shipping","true","ID","B001B1W3K2","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","224.16","4","56.04","71.55"," Yes but currently out of stock","false","https://www.amazon.ca/dp/B001B1W3K2","LOW","74.0","Video Games","86394","Games","1722","4","74.0","41.35","8.41","3.45","5.28","Listed by a low ranked seller","true","keywords","196303852706","Video Games & Consoles","0.0","0","7.61",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=196303852706","LOW","74.0",,,"74.0","5.63","0.46","0.52","0.00","Listing price includes shipping ; Listing identified using keywords","true","ID","10190865","Video Games > Video Game Titles","139.47","6","22.19",,,"https://www.walmart.com/ip/10190865","LOW","80.0",,,"80.0","17.86","3.33","0.00",,"Ubisoft","n/a",,"https://i5.walmartimages.com/seo/Shaun-White-Snowboarding-PS3_95230d89-5a7b-48f0-b796-e592d0c93196.31bd445723ec0296abdf447213c86075.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"786936863710","true","1.0","US","Could not identify the product from a valid resource","Avengers Endgame (Blu-Ray, 2019) Brand New Sealed FREE Shipping In Canada",,,,"true",,"true","false",,"18.25","false",,,,,,,,,,,,,,,,,,,,,,,,,"true","keywords","B07R63GWG1",,"486.4","38","12.80","12.82"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B07R63GWG1","MEDIUM","71.0","Dvd","6374",,,"7","71.0","9.12","1.48","3.27","1.21","Listing price includes shipping ; Listing identified using keywords","true","keywords","276478448524","DVDs & Movies","0.0","0","18.25","nwslamstopper","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=276478448524","UNAVAILABLE","81.0",,,"81.0","14.78","1.64","0.83","0.00","Listing price includes shipping ; Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,
"025192252198","false","1.0","US","Could not identify the product from a valid resource",,,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,
"031719270156","false","1.0","US","Could not identify the product from a valid resource",,,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,
"888235024059","false","1.0","US","Could not identify the product from a valid resource",,,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,
"888235022482","true","1.0","US","Could not identify the product from a valid resource","Sleeping With Other People (Blu-ray) Alison Brie, Jason Sudeikis NEW",,,,"true","true","true","true",,"15.98","true","keywords","B01711D3PE",,"6300.39","397",,"15.87","15.87"," Yes but currently out of stock","true","https://www.amazon.com/dp/B01711D3PE","MEDIUM","82.0","Dvd","37613",,,"4","82.0","13.09","1.78","3.15","0.00","Listing price includes shipping ; Listing identified using keywords","true","keywords","B01711D3PE",,"52.29","9","5.81","7.29"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B01711D3PE","MEDIUM","58.0","Dvd","37613",,,"4","58.0","3.39","0.87","2.86","0.55","Listing identified using keywords","true","keywords","392055460679","DVDs & Movies","16.99","1","15.98","pl_film","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=392055460679","MEDIUM","80.0","Dvd","37613","80.0","12.78","1.44","0.76","0.00","Listing price includes shipping ; Cross channel competition ; Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,
"014633357264","true","1.0","US","Could not identify the product from a valid resource","NBA Live 09 - Playstation 3 (Sony Playstation 3) (US IMPORT)",,,,"true","true","true","true",,"37.81","true","keywords","B001AZ7RLY","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","905.5","50",,"18.11","18.11"," Yes but currently out of stock","true","https://www.amazon.com/dp/B001AZ7RLY","MEDIUM","79.0","Video games","28283","Games","539","6","79.0","14.39","2.72","3.15","0.00","Listing identified using keywords","true","keywords","B001AZ7RLY","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","119.8","4","29.95","29.95"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B001AZ7RLY","MEDIUM","74.0","Video games","28283","Games","539","5","74.0","22.22","3.90","3.45","2.82","Listing price includes shipping ; Listing identified using keywords","true","keywords","304422257303","Video Games & Consoles","0.0","0","18.65","rarewaves-united","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=304422257303","MEDIUM","84.0","Video games","28283","84.0","15.69","1.12","0.84","0.00","Displaying lowest price from a high-ranked seller ; Cross channel competition ; Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,
"883929158249","true","1.0","US","Could not identify the product from a valid resource",,"This item comes in a generic game case Fatalities return to their original violent form as Mortal Kombat gives its fans what they've been demanding With classic 2D fighting plane, mature presentation and up to 4 player tag-team kombat The deepest story mode of any fighting game as players are taken back to the original Mortal Kombat tournament In addition to an enhanced online feature set, Mortal Kombat introduces Co-op arcade mode and many additional modes to be announced","[883929158249]","B003O6E1JS","true","true","true","true","true","39.99","true","ID","B003O6E1JS","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","1799.5","50",,"35.99","44.55"," Yes but currently out of stock","true","https://www.amazon.com/dp/B003O6E1JS?th=1&psc=1","MEDIUM","82.0","Video games","4629","Games","37","6","82.0","29.59","5.40","3.15","0.00","Cross channel competition","true","ID","B003O6E1JS","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","6060.96","108","56.12","56.12"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B003O6E1JS","MEDIUM","75.0","Video games","4629","Games","37","3","75.0","42.00","7.83","3.45","5.29","Listing price includes shipping","true","keywords","115541183123","Video Games & Consoles","0.0","0","99.98",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=115541183123","MEDIUM","90.0","Video games","4629","90.0","89.78","6.00","3.20","0.00","Listing price includes shipping ; Displaying lowest price from a high-ranked seller ; Cross channel competition ; Listing identified using keywords","true","ID","621053892","Video Games > Video Game Titles","550.78","17","30.99",,,"https://www.walmart.com/ip/621053892","MEDIUM","82.0","Video games","4629","82.0","25.34","4.65","0.00",,"Warner Bros.",,,"https://i5.walmartimages.com/seo/Mortal-Kombat-Playstation-3_8df514d4-231e-444a-8d19-650cb567d4a0.86154aa18d0563777953ef9694a8c337.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"043396563346","true","1.0","US","Could not identify the product from a valid resource","Charlie's Angels DVD 2019 New Patrick Stewart Kristen Stewart Bilingual Canadian",,,,"true",,"true","false",,"14.64","false",,,,,,,,,,,,,,,,,,,,,,,,,"true","keywords","B081JNG4NC",,"40.1","5","8.02","8.02"," Yes but currently out of stock","true","https://www.amazon.ca/dp/B081JNG4NC","MEDIUM","68.0","Dvd","10976","Dvd","10976","8","68.0","5.45","0.82","2.86","0.76","Listing price includes shipping ; Listing identified using keywords","true","keywords","266267761025","DVDs & Movies","0.0","0","6.83","mixtape","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=266267761025","UNAVAILABLE","69.0",,,"69.0","4.72","0.61","0.50","0.00","Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,
"014633364675","false","1.0","US","Could not identify the product from a valid resource",,,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,
"883929017034","true","1.0","US","Could not identify the product from a valid resource",,"P.S. I LOVE YOU [DVD] [CANADIAN; FRENCH] [2007] [REGION 1]","[883929017034]","B0015XJRAA","true","true","true","true","true","39.95","true","ID","B0015XJRAA",,"476.4","40",,"11.91",," Yes but currently out of stock","true","https://www.amazon.com/dp/B0015XJRAA","MEDIUM","77.0","Dvd","10426",,,"22","77.0","9.12","1.79","3.15","0.00","Cross channel competition","true","ID","B0015XJRAA",,"240.9","55","4.38",," Yes but currently out of stock","true","https://www.amazon.ca/dp/B0015XJRAA","MEDIUM","62.0","Dvd","10426",,,"22","62.0","2.70","0.27","2.86","0.41","Listing price includes shipping","true","keywords","135063928553","DVDs & Movies","0.0","0","6.49",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=135063928553","MEDIUM","68.0","Dvd","10426","68.0","4.42","0.58","0.49","0.00","Listing price includes shipping ; Listing identified using keywords","true","ID","135383828","Movies & TV Shows > Shop Movies by Format","86.53","8","10.03",,,"https://www.walmart.com/ip/135383828","MEDIUM","75.0","Dvd","10426","75.0","7.53","1.50","0.00","Cross channel competition","The Always Young Store",,,"https://i5.walmartimages.com/seo/P-S-I-LOVE-YOU-DVD-CANADIAN-FRENCH-2007-REGION-1_d3f08796-1fa4-4095-84df-945a0d4f0b86.6637e0fc28a4dfd71de932099751a107.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"014633363951","true","1.0","US","Could not identify the product from a valid resource","Tiger Woods PGA Tour 11 (Sony Playstation 3, 2010) PS3 *New Sealed*",,,,"true","false","true","false",,"27.0","true","keywords","B003BNY1MG","Movies & TV > Movies",,,,,,,,"https://www.amazon.com/dp/B003BNY1MG","UNAVAILABLE",,"Movies & TV",,"Movies",,,,,,,,"Out of Stock listing ; Listing identified using keywords","true","keywords","B003BNY1MG","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","304.72","4","76.18",," Yes but currently out of stock","false","https://www.amazon.ca/dp/B003BNY1MG","MEDIUM","76.0","Video games","26851","Games","487","3","76.0","58.23","9.78","3.45","7.18","Listed by a low ranked seller ; Listing price includes shipping ; Listing identified using keywords","true","keywords","386794700806","Video Games & Consoles","0.0","0","19.43","cmgamescollectibles","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=386794700806","UNAVAILABLE","84.0",,,"84.0","16.40","1.17","0.86","0.00","Listing price includes shipping ; Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,
"027616859082","true","1.0","US","Could not identify the product from a valid resource","Western Legends Wild Bill [DVD] Brand New Factory Sealed",,,,"true","true","true","true",,"15.99","true","keywords","B000056H2G",,"1359.2","80",,"16.99","16.99"," Yes but currently out of stock","true","https://www.amazon.com/dp/B000056H2G","MEDIUM","79.0","Dvd","39835",,,"11","79.0","13.44","2.55","3.15","0.00","Cross channel competition ; Listing identified using keywords","true","keywords","B000056H2G",,"83.44","4","20.86",," Yes but currently out of stock","true","https://www.amazon.ca/dp/B000056H2G","MEDIUM","73.0","Dvd","39835",,,"6","73.0","15.15","2.75","3.45","1.97","Listing price includes shipping ; Listing identified using keywords","true","keywords","256392754938","DVDs & Movies","0.0","0","15.99","sccoasters","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=256392754938","MEDIUM","80.0","Dvd","39835","80.0","12.79","1.44","0.76","0.00","Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,
"025192186011","true","1.0","US","Could not identify the product from a valid resource","MIDWAY - Blu Ray Movie (2013) EN/FR (Dubbed in Quebec) - Brand New Sealed",,,,"true",,"true","false",,"24.13","false",,,,,,,,,,,,,,,,,,,,,,,,,"true","keywords","B00BYS0ZE8",,"730.6","20","36.53",," Yes but currently out of stock","false","https://www.amazon.ca/dp/B00BYS0ZE8","MEDIUM","77.0","Dvd","14651",,,"1","77.0","28.26","3.83","3.27","3.44","Listing price includes shipping ; Listing identified using keywords","true","keywords","235318538283","DVDs & Movies","0.0","0","24.13","bonus-stage","https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=235318538283","UNAVAILABLE","83.0",,,"83.0","19.96","2.17","1.00","0.00","Listing price includes shipping ; Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,
"008888343479","true","1.0","US","Could not identify the product from a valid resource",,"Defend US soil from a cross-border attack, taking the fight to all-new locations -- from Juarez, Mexico to El Paso, Texas Dynamic lighting and shadows - Real-time day/night cycles and constantly changing weather system require you to adjust to changing conditions on the fly Command lethal air strikes with jet fighters, gain Mobile cover for otherwise impassable situations and replenish armaments on the battlefield using an unmanned artillery MULE Players can now heal their team on the battlefield, including squad leader Scott Mitchell, with an all-new Medic class of soldier The revolutionary new Cross-Com 2.0 will give the player more information than ever before. See what your friendly forces see in the top left display; expand that to full-screen view for a clearer and more precise picture","[008888343479]","B000M4KJ32","true",,"true","false","false","29.99","false",,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","B000M4KJ32","Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games","1141.66","26","43.91",," Yes but currently out of stock","true","https://www.amazon.ca/dp/B000M4KJ32","HIGH","75.0","Video games","2844","Games","20","3","75.0","32.74","6.04","3.27","4.14","Listing price includes shipping ; Displaying lowest price from a high-ranked seller","true","keywords","196303852706","Video Games & Consoles","7.18","0","7.61",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=196303852706","UNAVAILABLE","74.0",,,"74.0","5.63","0.46","0.52","0.00","Listing price includes shipping ; Listing identified using keywords","true","ID","5516040","Video Games > Video Game Titles","0.0","0","19.95",,,"https://www.walmart.com/ip/5516040","UNAVAILABLE","80.0",,,"80.0","15.96","2.99","0.00",,"Ubisoft","Advanced Warfighter 2",,"https://i5.walmartimages.com/seo/Ghost-Recon-Advanced-Warfighter-2-Playstation-3-Item-and-Box_701761f6-194d-4246-8928-bf72388040b1.6fd953f97476048088a7f993b5526ff6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
